what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1431068731785
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1431068731785
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1431068731785
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1431068731785
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1431068731785
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1431068731785
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1431068731785
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1431068731805
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1431068731805
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1431068731825
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1431068731825
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1431068731825
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1431068731865
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1431068731865
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1431068731865
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1431068731875
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1431068731885
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1431068731885
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1431068731885
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1431068731895
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1431068731895
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1431068731895
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1431068731895
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1431068731905
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1431068731905
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1431068731905
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1431068731905
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1431068731905
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1431068731905
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1431068731915
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1431068731915
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1431068731945
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1431068731955
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1431068731955
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1431068731955
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1431068731955
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1431068731955
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1431068731955
started,bundle,org.eclipse.m2e.discovery,0.13.0.201105260005,"org.eclipse.m2e.discovery",1431068731955
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1431068731965
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1431068731965
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1431068731965
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1431068731965
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1431068731965
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1431068731965
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1431068731975
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1431068731975
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1431068731975
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1431068731975
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1431068731975
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1431068731975
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1431068731975
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1431068731975
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1431068731985
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1431068731985
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1431068731985
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.4.v201106210700,"org.eclipse.wst.common.emfworkbench.integration",1431068731985
started,bundle,org.eclipse.wst.common.frameworks,1.2.1.v201107271600,"org.eclipse.wst.common.frameworks",1431068731995
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1431068731995
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1431068731995
started,bundle,org.squashtest.ta.eclipse.squash-ta-eclipse-plugin,1.2.0.20130625-1435,"org.squashtest.ta.eclipse.squash-ta-eclipse-plugin",1431068731995
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1431068731995
os,sysinfo,,,"win32",1431068732005
arch,sysinfo,,,"x86",1431068732005
ws,sysinfo,,,"win32",1431068732005
locale,sysinfo,,,"en_US",1431068732005
processors,sysinfo,,,"2",1431068732005
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1431068732005
java.runtime.version,sysinfo,,,"1.6.0-OpenSCG-Build-24-b1",1431068732005
java.specification.name,sysinfo,,,"Java Platform API Specification",1431068732005
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1431068732005
java.specification.version,sysinfo,,,"1.6",1431068732005
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1431068732005
java.version,sysinfo,,,"1.6.0-OpenSCG-Build-24",1431068732005
java.vm.info,sysinfo,,,"mixed mode",1431068732005
java.vm.name,sysinfo,,,"OpenJDK Client VM",1431068732005
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1431068732005
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1431068732005
java.vm.specification.version,sysinfo,,,"1.0",1431068732005
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1431068732005
java.vm.version,sysinfo,,,"20.0-b12",1431068732005
started,bundle,org.eclipse.m2e.usagedata,0.13.0.201105260005,"org.eclipse.m2e.usagedata",1431068732037
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1431068732157
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1431068732166
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1431068732249
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1431068732279
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1431068732668
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1431068732678
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1431068732680
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1431068732693
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1431068733445
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1431068733455
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1431068733485
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1431068733505
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1431068733615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431068741642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431071935798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431071943390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072136155
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072137657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072162718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072166370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072219088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072219910
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072222182
error,log,,,"The file 'startup_all.bat' could not be opened.\nSee log for details.",1431072222282
error,log,,,"Unable to open external editor for C:/PetApp/petstore_demo_1.0.1/startup_all.bat.",1431072222282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072222342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072224408
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1431072224428
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072229287
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1431072236275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072242695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072243035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072270181
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1431072270201
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072272493
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072282649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072293919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072333666
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1431072333726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072346358
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1431072362635
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1431072362725
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1431072362735
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1431072363055
started,bundle,org.eclipse.wst.common.modulecore,1.2.7.v201110060300,"org.eclipse.wst.common.modulecore",1431072363125
started,bundle,org.eclipse.jst.j2ee.core,1.2.7.v201110060300,"org.eclipse.jst.j2ee.core",1431072363265
started,bundle,org.eclipse.jem,2.0.402.v201106132000,"org.eclipse.jem",1431072363485
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1431072363515
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1431072363525
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1431072363675
started,bundle,org.eclipse.wst.xml.core,1.1.505.v201109271810,"org.eclipse.wst.xml.core",1431072363705
started,bundle,org.eclipse.wst.validation,1.2.204.v201109220700,"org.eclipse.wst.validation",1431072363865
started,bundle,org.eclipse.jst.j2ee,1.1.406.v201110130300,"org.eclipse.jst.j2ee",1431072364347
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1431072364347
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1431072364487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072369385
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1431072371031
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1431072371131
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1431072371201
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1431072371353
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1431072371587
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1431072372101
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1431072372615
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1431072372665
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1431072372735
activated,perspective,org.squashtest.ta.eclipse.squash-ta-eclipse-plugin,1.2.0.20130625-1435,"org.squashtest.ta.eclipse.plugin.perspective.SquashTAPerspective",1431072375787
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1431072375887
activated,view,org.squashtest.ta.eclipse.squash-ta-eclipse-plugin,1.2.0.20130625-1435,"org.squashtest.ta.eclipse.plugin.navigator",1431072379431
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.203.v201109140236,"org.eclipse.wst.ws.service.policy.ui",1431072383827
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1431072383847
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1431072383897
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1431072383907
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1431072384167
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1431072384217
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1431072384367
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1431072384377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072407674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072423500
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1431072423560
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1431072427552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072439683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072443524
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1431072443564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1431072443564
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072490049
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072503851
started,bundle,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui",1431072504123
started,bundle,org.eclipse.wst.sse.ui,1.2.5.v201108191505,"org.eclipse.wst.sse.ui",1431072504425
started,bundle,org.eclipse.wst.sse.core,1.1.506.v201110201853,"org.eclipse.wst.sse.core",1431072505209
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1431072506139
started,bundle,org.eclipse.m2e.editor.xml,0.13.0.201105260005,"org.eclipse.m2e.editor.xml",1431072506559
started,bundle,org.eclipse.jst.jsp.ui,1.1.505.v201110211728,"org.eclipse.jst.jsp.ui",1431072509853
started,bundle,org.eclipse.jst.jsp.core,1.2.308.v201109202150,"org.eclipse.jst.jsp.core",1431072509933
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1431072510713
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1431072511003
opened,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1431072511133
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1431072511465
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1431072511465
started,bundle,org.eclipse.jem.workbench,2.0.301.v201104271300,"org.eclipse.jem.workbench",1431072512267
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1431072512437
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1431072512829
activated,view,org.squashtest.ta.eclipse.squash-ta-eclipse-plugin,1.2.0.20130625-1435,"org.squashtest.ta.eclipse.plugin.navigator",1431072515239
closed,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1431072515239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072531750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431072629416
started,bundle,org.eclipse.wst.server.core,1.1.208.v20111005_1734,"org.eclipse.wst.server.core",1431072642038
started,bundle,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui",1431072642104
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1431072642702
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1431072642972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073010455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073025943
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073027698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073080764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073081684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073468218
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAutomatically",1431073504908
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073515703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073548601
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1431073550741
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1431073550761
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1431073553210
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1431073555220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073563313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073568405
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073578601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073620010
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073632428
started,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201004070709,"org.eclipse.datatools.enablement.jdt.classpath",1431073637900
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201010220354,"org.eclipse.datatools.connectivity",1431073637950
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.1.v201010211415,"org.eclipse.datatools.connectivity.ui",1431073637950
started,bundle,org.eclipse.datatools.connectivity.apache.derby,1.0.100.v200906020900,"org.eclipse.datatools.connectivity.apache.derby",1431073638090
started,bundle,org.eclipse.datatools.enablement.msft.sqlserver,1.0.1.v201001180222,"org.eclipse.datatools.enablement.msft.sqlserver",1431073638110
started,bundle,org.eclipse.datatools.enablement.sqlite,1.0.0.v201002041100,"org.eclipse.datatools.enablement.sqlite",1431073638120
started,bundle,org.eclipse.datatools.enablement.sybase.asa,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.asa",1431073638150
started,bundle,org.eclipse.datatools.enablement.sybase.ase,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase",1431073638170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073643557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073657733
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073661590
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073663090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073665277
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073667633
stopped,bundle,org.eclipse.m2e.discovery,0.13.0.201105260005,"org.eclipse.m2e.discovery",1431073669140
stopped,bundle,org.eclipse.m2e.refactoring,0.13.0.201105260005,"org.eclipse.m2e.refactoring",1431073669159
stopped,bundle,org.eclipse.m2e.editor,0.13.0.201105260005,"org.eclipse.m2e.editor",1431073669203
stopped,bundle,org.eclipse.m2e.editor.xml,0.13.0.201105260005,"org.eclipse.m2e.editor.xml",1431073669203
stopped,bundle,org.eclipse.m2e.jdt,0.13.0.201105260005,"org.eclipse.m2e.jdt",1431073669230
stopped,bundle,org.eclipse.m2e.launching,0.13.0.201105260005,"org.eclipse.m2e.launching",1431073669258
